,Player,PA,Yds Allow,TO,FL,Def Int,Pen,EXP,Year,Tm,Pos,PR TD,KR TD,FblTD,IntTD,Sfty,Short FGA,Short FGM,Reg FGA,Reg FGM,Med FGA,Med FGM,Long FGA,Long FGM,Deep FGA,Deep FGM,XPA,XPM
883,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,9.0,15.0,13.0,6.0,6.0,32.0,32.0
884,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,16.0,15.0,9.0,7.0,5.0,2.0,48.0,42.0
885,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,9.0,8.0,4.0,4.0,3.0,51.0,49.0
886,Matt Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,15.0,15.0,8.0,7.0,5.0,4.0,49.0,48.0
887,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2TM,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,6.0,6.0,14.0,13.0,5.0,2.0,44.0,40.0
888,Evan McPherson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,9.0,6.0,11.0,9.0,48.0,46.0
889,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,13.0,10.0,3.0,3.0,44.0,44.0
890,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,13.0,12.0,5.0,5.0,10.0,7.0,17.0,17.0
891,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,8.0,7.0,5.0,4.0,4.0,2.0,51.0,51.0
892,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,12.0,13.0,8.0,1.0,1.0,45.0,42.0
893,Jason Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,7.0,10.0,8.0,6.0,2.0,35.0,34.0
894,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,6.0,6.0,8.0,8.0,9.0,5.0,34.0,33.0
895,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,8.0,7.0,10.0,7.0,1.0,0.0,59.0,56.0
896,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,13.0,11.0,2.0,0.0,28.0,27.0
897,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,9.0,7.0,6.0,5.0,4.0,30.0,30.0
898,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,11.0,5.0,4.0,9.0,7.0,49.0,47.0
899,Joey Slye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,3TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,5.0,7.0,5.0,4.0,4.0,22.0,18.0
900,Matthew Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,4.0,3.0,6.0,4.0,15.0,13.0
901,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,9.0,5.0,3.0,5.0,3.0,47.0,44.0
902,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,4.0,9.0,7.0,4.0,3.0,40.0,39.0
903,Michael Badgley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,10.0,8.0,1.0,0.0,41.0,40.0
904,Zane Gonzalez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,10.0,10.0,5.0,3.0,23.0,22.0
905,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,10.0,4.0,4.0,4.0,37.0,36.0
906,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,5.0,4.0,2.0,6.0,4.0,16.0,13.0
907,Matt Ammendola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,5.0,2.0,3.0,0.0,15.0,14.0
908,Brett Maher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,8.0,4.0,4.0,1.0,0.0,12.0,10.0
909,Riley Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,4.0,4.0,1.0,0.0,16.0,16.0
910,Rodrigo Blankenship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,6.0,5.0,1.0,0.0,8.0,7.0
911,Austin Seibert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,5.0,2.0,1.0,5.0,5.0
912,Brian Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,13.0,9.0
913,Eddy Pineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,10.0,9.0
914,Tristan Vizcaino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,15.0,10.0
915,Aldrick Rosas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,14.0,14.0
916,Lirim Hajrullahu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,8.0,8.0
917,Ryan Santoso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,6.0
918,Elliott Fry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,5.0,4.0
919,Chris Blewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0
920,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,5.0
921,Dominik Eberle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0
922,Mitch Wishnowsky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
923,Chris Naggar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
924,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
925,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
926,Alex Kessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
927,Jake Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,Rigoberto Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,Jack Fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,Braden Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,Logan Cooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,Cameron Nizialek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,Sterling Hofrichter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,Riley Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,Brandon Zylstra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,Blake Gillikin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,Pressley Harvin III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,Tress Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,Ryan Winslow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,3TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,Matt Haack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,Michael Palardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,Arryn Siposs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,11.0,11.0,5.0,4.0,14.0,9.0,32.0,31.0
944,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,8.0,7.0,12.0,12.0,7.0,2.0,25.0,24.0
945,Jason Myers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,16.0,15.0,6.0,4.0,6.0,6.0,42.0,41.0
946,Daniel Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,LVR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,11.0,11.0,4.0,3.0,13.0,11.0,36.0,35.0
947,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,NWE,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,8.0,8.0,14.0,10.0,5.0,4.0,35.0,32.0
948,Younghoe Koo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,10.0,9.0,11.0,7.0,35.0,33.0
949,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,10.0,11.0,9.0,11.0,6.0,29.0,28.0
950,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,4.0,10.0,10.0,13.0,8.0,27.0,25.0
951,Chase McLaughlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,11.0,9.0,12.0,9.0,21.0,21.0
952,Riley Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,10.0,13.0,10.0,3.0,2.0,37.0,36.0
953,Eddy Pineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,16.0,14.0,13.0,2.0,2.0,32.0,30.0
954,Greg Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,8.0,7.0,10.0,4.0,46.0,40.0
955,Brett Maher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,5.0,7.0,6.0,11.0,9.0,53.0,50.0
956,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,5.0,5.0,11.0,7.0,2.0,2.0,51.0,50.0
957,Jason Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0,13.0,12.0,6.0,2.0,44.0,41.0
958,Cade York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,9.0,8.0,6.0,7.0,4.0,37.0,35.0
959,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,9.0,11.0,10.0,9.0,8.0,34.0,32.0
960,Tyler Bass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,13.0,11.0,11.0,10.0,3.0,2.0,50.0,48.0
961,Wil Lutz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,9.0,8.0,4.0,6.0,4.0,33.0,33.0
962,Ka'imi Fairbairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,7.0,10.0,9.0,6.0,6.0,24.0,24.0
963,Matt Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,LAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,8.0,4.0,4.0,9.0,7.0,32.0,31.0
964,Joey Slye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,WAS,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,5.0,4.0,10.0,8.0,6.0,4.0,28.0,24.0
965,Evan McPherson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,CIN,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,4.0,4.0,13.0,9.0,5.0,5.0,44.0,40.0
966,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,8.0,7.0,6.0,4.0,1.0,39.0,37.0
967,Michael Badgley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,7.0,11.0,9.0,3.0,2.0,33.0,33.0
968,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,10.0,5.0,9.0,7.0,18.0,18.0
969,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,8.0,6.0,6.0,5.0,18.0,17.0
970,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,4.0,5.0,4.0,7.0,3.0,41.0,38.0
971,Jake Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,8.0,2.0,1.0,6.0,5.0,53.0,51.0
972,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,7.0,6.0,5.0,4.0,32.0,27.0
973,Cameron Dicker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,24.0,24.0
974,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,8.0,6.0,2.0,1.0,28.0,28.0
975,Matthew Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,8.0,6.0,2.0,2.0,15.0,15.0
976,Dustin Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,2.0,1.0,0.0,0.0,12.0,12.0
977,Matt Ammendola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2TM,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0
978,Austin Seibert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,12.0,12.0
979,Rodrigo Blankenship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,4.0
980,Caleb Shudak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
981,Taylor Bertolet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
982,Tristan Vizcaino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0
983,Nick Sciba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
984,Dominik Eberle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0
985,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
986,Justin Reid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
987,Mitch Wishnowsky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
988,Bradley Pinion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,Jake Camarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,Jack Fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,Jake Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,Trenton Gill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,Braden Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,Ramiz Ahmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,JK Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,LAC,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,Eno Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,3TM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,Ryan Stonehouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,Corey Bojorquez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,Logan Cooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,Michael Dickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
